1|1|2|100000.0|100500.0
2|2|3|100000.0|100500.0
3|3|2|100000.0|100500.0
4|4|3|100000.0|100500.0
5|5|2|100000.0|100500.0
6|6|3|100000.0|100500.0
7|7|2|100000.0|100500.0
8|8|3|100000.0|100500.0
9|9|2|100000.0|100500.0
10|10|3|100000.0|100500.0
11|11|2|100000.0|100500.0
12|12|3|100000.0|100500.0
13|13|2|100000.0|100500.0
14|14|3|100000.0|100500.0
15|15|2|100000.0|100500.0
16|16|3|100000.0|100500.0
17|17|2|100000.0|100500.0
18|18|3|100000.0|100500.0
19|19|2|100000.0|100500.0
20|20|3|100000.0|100500.0
